id,external_no,name,type_code,type_name,district_name,rural_okrug,lat,lon,year_built,water_source,capacity_m3s,length_total_km,length_earth_km,length_lined_km,suspended_area_ha,efficiency_design,efficiency_actual,efficiency_drop,wear_percent,age,tech_state_raw,cadastral_no,state_act
1,1.0,Канал №1 (Район 1),canal,Канал,Район 1,Сельский округ 1,43.158396,69.542718,1973.0,р. Иртыш,3.0,7.74,,7.74,,0.85,0.73,0.12,0.3,53.0,удов.,Кадастровый № 0001,
2,2.0,Канал №2 (Район 2),canal,Канал,Район 2,Сельский округ 2,43.487285,69.503412,1945.0,р. Иртыш,1.5,6.8,,6.8,1236.0,0.85,0.6,0.25,0.3,81.0,удов.,Кадастровый № 0002,Госакт № 0002
3,3.0,Канал №3 (Район 3),canal,Канал,Район 3,Сельский округ 3,43.400287,72.395995,1928.0,р. Иртыш,1.0,10.7,10.7,,756.0,0.75,0.59,0.16000000000000003,0.3,98.0,удов.,Кадастровый № 0003,Госакт № 0003
4,4.0,Канал №4 (Район 4),canal,Канал,Район 4,Сельский округ 4,43.636024,70.631811,1955.0,р. Иртыш,1.2,12.9,12.9,,1232.0,0.7,0.54,0.15999999999999992,0.3,71.0,удов.,Кадастровый № 0004,Госакт № 0004
5,5.0,Канал №5 (Район 5),canal,Канал,Район 5,Сельский округ 5,42.620987,70.533311,1982.0,р. Иртыш,10.0,4.024,3.874,0.15,,0.8,0.6,0.20000000000000007,0.3,44.0,удов.,Кадастровый № 0005,Госакт № 0005
6,6.0,Канал №6 (Район 6),canal,Канал,Район 6,Сельский округ 6,43.099456,72.278071,1930.0,р. Иртыш,2.0,7.0,7.0,,1600.0,0.75,0.58,0.17000000000000004,0.3,96.0,удов.,Кадастровый № 0006,Госакт № 0006
7,7.0,Канал №7 (Район 7),canal,Канал,Район 7,Сельский округ 7,43.426488,71.475152,1930.0,р. Иртыш,3.0,10.0,10.0,,,0.75,0.66,0.08999999999999997,0.3,96.0,удов.,Кадастровый № 0007,Госакт № 0007
8,8.0,Канал №8 (Район 8),canal,Канал,Район 8,Сельский округ 8,43.612241,73.852879,1953.0,р. Иртыш,0.6,7.0,7.0,,373.0,0.68,0.54,0.14,0.3,73.0,удов.,Кадастровый № 0008,Госакт № 0008
9,9.0,Канал №9 (Район 9),canal,Канал,Район 9,Сельский округ 9,44.992573,69.924587,1943.0,р. Иртыш,0.1,4.025,4.025,,44.0,0.85,0.73,0.12,0.3,83.0,удов.,Кадастровый № 0009,Госакт № 0009
10,10.0,Канал №10 (Район 10),canal,Канал,Район 10,Сельский округ 10,42.727402,71.734273,,р. Иртыш,0.0,8.0,8.0,,0.0,0.85,0.73,0.12,1.3,,удов.,Кадастровый № 0010,Госакт № 0010
11,11.0,Канал №11 (Район 11),canal,Канал,Район 11,Сельский округ 11,43.06235,73.85278,1987.0,р. Иртыш,0.35,7.718,7.718,,253.0,0.72,0.4,0.31999999999999995,0.3,39.0,удов.,Кадастровый № 0011,Госакт № 0011
12,12.0,Канал №12 (Район 12),canal,Канал,Район 12,Сельский округ 12,42.728992,70.57072,1987.0,р. Иртыш,0.28,2.427,2.427,,166.0,0.72,0.4,0.31999999999999995,0.3,39.0,удов.,Кадастровый № 0012,Госакт № 0012
13,13.0,Канал №13 (Район 13),canal,Канал,Район 13,Сельский округ 13,44.258313,73.96046,1964.0,р. Иртыш,0.2,7.41,7.41,,100.0,0.72,0.4,0.31999999999999995,0.3,62.0,удов.,Кадастровый № 0013,Госакт № 0013
14,14.0,Канал №14 (Район 14),canal,Канал,Район 14,Сельский округ 14,44.776099,71.004051,1964.0,р. Иртыш,0.1,1.742,,1.742,50.0,0.8,0.6,0.20000000000000007,0.3,62.0,удов.,Кадастровый № 0014,Госакт № 0014
15,15.0,Канал №15 (Район 15),canal,Канал,Район 15,Сельский округ 15,43.962796,70.632822,1943.0,р. Иртыш,12.0,23.75,8.8,14.95,,0.8,0.73,0.07000000000000006,0.3,83.0,удов.,,
16,16.0,Канал №16 (Район 16),canal,Канал,Район 16,Сельский округ 16,44.113035,73.547585,,р. Иртыш,,1.2,1.2,,,,,,,,,Кадастровый № 0016,Госакт № 0016
17,17.0,Канал №17 (Район 17),canal,Канал,Район 17,Сельский округ 17,43.591475,73.632979,1986.0,р. Иртыш,39.0,6.3,,6.3,,0.85,0.6,0.25,0.3,40.0,удов.,Кадастровый № 0017,Госакт № 0017
18,18.0,Канал №18 (Район 18),canal,Канал,Район 18,Сельский округ 18,44.08594,70.363813,1985.0,р. Иртыш,19.0,36.14,,36.14,,,,,0.3,41.0,удов.,Кадастровый № 0018,Госакт № 0018
19,19.0,Канал №19 (Район 19),canal,Канал,Район 19,Сельский округ 19,43.650241,70.717453,1982.0,р. Иртыш,1.5,18.36,18.36,,1267.0,0.72,0.4,0.31999999999999995,0.3,44.0,удов.,Кадастровый № 0019,Госакт № 0019
20,20.0,Канал №20 (Район 20),canal,Канал,Район 20,Сельский округ 20,43.34276,71.504708,1910.0,р. Иртыш,3.0,21.9,21.9,,,0.72,0.4,0.31999999999999995,0.3,116.0,удов.,Кадастровый № 0020,Госакт № 0020
21,21.0,Канал №21 (Район 21),canal,Канал,Район 21,Сельский округ 21,43.284551,72.505931,1916.0,р. Иртыш,3.0,18.3,18.3,,,0.72,0.4,0.31999999999999995,0.3,110.0,удов.,Кадастровый № 0021,Госакт № 0021
22,22.0,Канал №22 (Район 22),canal,Канал,Район 22,Сельский округ 22,43.621397,72.84924,1985.0,р. Иртыш,0.5,9.4,,9.4,890.0,0.85,0.6,0.25,0.3,41.0,удов.,Кадастровый № 0022,Госакт № 0022
23,23.0,Канал №23 (Район 23),canal,Канал,Район 23,Сельский округ 23,43.351289,69.563667,1908.0,р. Иртыш,2.0,12.9,12.9,,1557.0,0.72,0.4,0.31999999999999995,0.3,118.0,удов.,Кадастровый № 0023,Госакт № 0023
24,24.0,Канал №24 (Район 24),canal,Канал,Район 24,Сельский округ 24,42.704096,70.999663,1920.0,р. Иртыш,2.2,9.738,,9.738,1048.0,0.85,0.6,0.25,0.3,106.0,удов.,Кадастровый № 0024,Госакт № 0024
25,25.0,Канал №25 (Район 25),canal,Канал,Район 25,Сельский округ 25,44.993714,71.54801,1963.0,р. Иртыш,0.5,3.769,3.769,,268.0,0.72,0.4,0.31999999999999995,0.3,63.0,удов.,Кадастровый № 0025,Госакт № 0025
26,26.0,Канал №26 (Район 26),canal,Канал,Район 26,Сельский округ 26,43.863015,72.03848,1970.0,р. Иртыш,2.0,3.972,3.972,,,0.72,0.4,0.31999999999999995,0.3,56.0,удов.,Кадастровый № 0026,Госакт № 0026
27,27.0,Канал №27 (Район 27),canal,Канал,Район 27,Сельский округ 27,44.610191,72.962959,1970.0,р. Иртыш,2.0,12.643,12.643,,,0.72,0.4,0.31999999999999995,0.3,56.0,удов.,Кадастровый № 0027,Госакт № 0027
28,28.0,Канал №28 (Район 28),canal,Канал,Район 28,Сельский округ 28,42.536538,70.006976,1910.0,р. Иртыш,2.0,10.2,10.2,,836.0,0.6,0.9,-0.30000000000000004,0.3,116.0,не удов.,Кадастровый № 0028,Госакт № 0028
29,29.0,Канал №29 (Район 29),canal,Канал,Район 29,Сельский округ 29,43.643159,70.398951,1935.0,р. Иртыш,1.5,7.5,7.5,,819.0,0.72,0.4,0.31999999999999995,0.3,91.0,удов.,Кадастровый № 0029,Госакт № 0029
30,30.0,Канал №30 (Район 30),canal,Канал,Район 30,Сельский округ 30,44.24916,73.786361,1979.0,р. Иртыш,2.0,9.064,,9.064,1990.0,0.85,0.6,0.25,0.3,47.0,удов.,Кадастровый № 0030,Госакт № 0030
31,31.0,Канал №31 (Район 31),canal,Канал,Район 31,Сельский округ 31,43.572571,71.27616,1948.0,р. Иртыш,1.5,6.9,6.9,,1000.0,0.72,0.4,0.31999999999999995,0.3,78.0,удов.,Кадастровый № 0031,Госакт № 0031
32,32.0,Канал №32 (Район 32),canal,Канал,Район 32,Сельский округ 32,44.255447,73.515811,1964.0,р. Иртыш,2.5,19.05,7.12,11.93,1684.0,0.85,0.6,0.25,0.3,62.0,удов.,Кадастровый № 0032,Госакт № 0032
33,33.0,Канал №33 (Район 33),canal,Канал,Район 33,Сельский округ 33,43.504008,71.054908,1960.0,р. Иртыш,2.0,10.1,4.6,5.5,854.0,0.72,0.4,0.31999999999999995,0.3,66.0,удов.,Кадастровый № 0033,Госакт № 0033
34,34.0,Канал №34 (Район 34),canal,Канал,Район 34,Сельский округ 34,44.469378,72.539463,1928.0,р. Иртыш,6.0,4.5,4.5,,2080.0,0.71,0.9,-0.19000000000000006,0.3,98.0,удов.,Кадастровый № 0034,Госакт № 0034
35,35.0,Канал №35 (Район 35),canal,Канал,Район 35,Сельский округ 35,43.952812,71.237769,1934.0,р. Иртыш,2.5,2.442,2.442,,201.0,0.72,0.4,0.31999999999999995,0.3,92.0,удов.,Кадастровый № 0035,Госакт № 0035
36,36.0,Канал №36 (Район 36),canal,Канал,Район 36,Сельский округ 36,43.188407,72.056642,1975.0,р. Иртыш,3.0,7.7,,7.7,,0.7,0.9,-0.20000000000000007,0.3,51.0,не удов.,Кадастровый № 0036,Госакт № 0036
37,37.0,Канал №37 (Район 37),canal,Канал,Район 37,Сельский округ 37,43.785679,70.026822,1946.0,р. Иртыш,3.0,3.5,,3.5,,0.6,0.9,-0.30000000000000004,0.3,80.0,не удов.,Кадастровый № 0037,Госакт № 0037
38,38.0,Канал №38 (Район 38),canal,Канал,Район 38,Сельский округ 38,44.099432,74.401092,1985.0,р. Иртыш,3.5,15.0,15.0,,600.0,0.6,0.9,-0.30000000000000004,0.3,41.0,не удов.,Кадастровый № 0038,Госакт № 0038
39,39.0,Канал №39 (Район 39),canal,Канал,Район 39,Сельский округ 39,44.277126,72.064519,1946.0,р. Иртыш,3.5,8.8,,8.8,369.0,0.6,0.9,-0.30000000000000004,0.3,80.0,не удов.,Кадастровый № 0039,Госакт № 0039
40,40.0,Канал №40 (Район 40),canal,Канал,Район 40,Сельский округ 40,42.632256,73.325747,,р. Иртыш,5.0,1.5,1.5,,,0.72,0.4,0.31999999999999995,0.3,,удов.,Кадастровый № 0040,Госакт № 0040
41,41.0,Канал №41 (Район 41),canal,Канал,Район 41,Сельский округ 41,42.573798,70.267168,1985.0,р. Иртыш,6.5,6.4,,6.4,2168.0,0.85,0.6,0.25,0.3,41.0,удов.,Кадастровый № 0041,Госакт № 0041
42,42.0,Канал №42 (Район 42),canal,Канал,Район 42,Сельский округ 42,43.185973,72.738765,1965.0,р. Иртыш,4.5,15.9,,15.9,,0.85,0.6,0.25,0.2,61.0,удов.,Кадастровый № 0042,Госакт № 0042
43,43.0,Канал №43 (Район 43),canal,Канал,Район 43,Сельский округ 43,44.521343,72.752695,1969.0,р. Иртыш,3.5,11.7,,11.7,,0.85,0.6,0.25,0.3,57.0,удов.,Кадастровый № 0043,Госакт № 0043
44,44.0,Канал №44 (Район 44),canal,Канал,Район 44,Сельский округ 44,44.75361,71.655305,,р. Иртыш,0.45,9.285,,9.285,339.0,0.9,0.0,0.9,,,не удов.,Кадастровый № 0044,
45,45.0,Канал №45 (Район 45),canal,Канал,Район 45,Сельский округ 45,43.733372,70.922627,1974.0,р. Иртыш,2.2,10.026,,10.026,,0.85,0.6,0.25,0.3,52.0,удов.,Кадастровый № 0045,Госакт № 0045
46,46.0,Канал №46 (Район 46),canal,Канал,Район 46,Сельский округ 46,43.822814,73.97664,,р. Иртыш,4.5,37.7,37.7,,,0.85,0.6,0.25,0.3,,удов.,Кадастровый № 0046,Госакт № 0046
47,47.0,Канал №47 (Район 47),canal,Канал,Район 47,,44.246331,71.202824,1975.0,р. Иртыш,45.0,39.035,,39.035,,0.56,0.9,-0.33999999999999997,0.3,51.0,не удов.,Кадастровый № 0047,Госакт № 0047
48,48.0,Канал №48 (Район 48),canal,Канал,Район 48,,42.98458,69.977702,1942.0,р. Иртыш,16.6,38.3,38.3,,,0.28,0.9,-0.62,0.3,84.0,не удов.,Кадастровый № 0048,Госакт № 0048
49,49.0,Канал №49 (Район 49),canal,Канал,Район 49,,43.49658,73.168724,1942.0,р. Иртыш,11.0,48.8,48.8,,,0.19,0.9,-0.71,0.3,84.0,не удов.,Кадастровый № 0049,Госакт № 0049
50,50.0,Канал №50 (Район 50),canal,Канал,Район 50,,44.541742,72.534816,1975.0,р. Иртыш,1.5,9.0,9.0,,220.0,0.72,0.5,0.21999999999999997,0.3,51.0,не удов.,Кадастровый № 0050,Госакт № 0050
51,51.0,Канал №51 (Район 51),canal,Канал,Район 51,,42.61744,70.415635,1935.0,р. Иртыш,42.5,4.2,4.2,,,0.85,0.6,0.25,0.3,91.0,удов.,Кадастровый № 0051,Госакт № 0051
52,52.0,Канал №52 (Район 52),canal,Канал,Район 52,,43.811099,70.167223,1976.0,р. Иртыш,2.5,25.8,25.8,,,0.72,0.4,0.31999999999999995,0.3,50.0,удов.,Кадастровый № 0052,Госакт № 0052
53,53.0,Канал №53 (Район 53),canal,Канал,Район 53,,43.342017,69.964478,,р. Иртыш,7.0,1.6,1.6,,,,,,,,,,
54,54.0,Канал №54 (Район 54),canal,Канал,Район 54,,44.057455,70.750224,,р. Иртыш,0.5,4.7,4.7,,1356.0,,,,,,,,
55,55.0,Канал №55 (Район 55),canal,Канал,Район 55,,44.98072,69.687423,,р. Иртыш,0.7,5.0,,5.0,670.0,,,,,,,,
56,56.0,Канал №56 (Район 56),canal,Канал,Район 56,,43.858966,71.324289,1976.0,р. Иртыш,3.5,14.3,14.3,,1265.0,0.72,0.4,0.31999999999999995,0.3,50.0,удов.,Кадастровый № 0056,Госакт № 0056
57,57.0,Канал №57 (Район 57),canal,Канал,Район 57,,43.505494,73.749484,1986.0,р. Иртыш,2.5,7.909,,7.909,,0.85,0.6,0.25,0.3,40.0,удов.,Кадастровый № 0057,Госакт № 0057
58,58.0,Канал №58 (Район 58),canal,Канал,Район 58,,44.638762,72.990951,1933.0,р. Иртыш,3.5,9.123,9.123,,,0.72,0.4,0.31999999999999995,0.3,93.0,удов.,Кадастровый № 0058,Госакт № 0058
59,59.0,Канал №59 (Район 59),canal,Канал,Район 59,,42.719195,72.163104,1977.0,р. Иртыш,2.6,10.2,,10.2,2995.0,0.85,0.6,0.25,0.3,49.0,удов.,Кадастровый № 0059,Госакт № 0059
60,60.0,Канал №60 (Район 60),canal,Канал,Район 60,,44.142959,69.526527,,р. Иртыш,5.0,8.3,,8.3,570.0,0.85,0.8,0.04999999999999993,,,удов.,Кадастровый № 0060,Госакт № 0060
61,61.0,Канал №61 (Район 61),canal,Канал,Район 61,,44.91535,69.549732,,р. Иртыш,2.0,13.0,13.0,,1850.0,0.85,0.6,0.25,,,удов.,Кадастровый № 0061,Госакт № 0061
62,62.0,Канал №62 (Район 62),canal,Канал,Район 62,,43.676154,69.604128,,р. Иртыш,2.0,14.0,14.0,,2310.0,0.85,0.6,0.25,,,удов.,Кадастровый № 0062,Госакт № 0062
63,63.0,Канал №63 (Район 63),canal,Канал,Район 63,,44.910872,70.86399,,р. Иртыш,3.0,12.8,12.8,,3000.0,0.85,0.6,0.25,,,удов.,Кадастровый № 0063,Госакт № 0063
64,64.0,Канал №64 (Район 64),canal,Канал,Район 64,,43.651977,70.480636,,р. Иртыш,3.0,11.8,11.8,,346.0,0.85,0.6,0.25,,,удов.,Кадастровый № 0064,Госакт № 0064
65,65.0,Канал №65 (Район 65),canal,Канал,Район 65,,43.881238,74.484861,,р. Иртыш,45.0,120.0,120.0,,,,,,,,удов.,Кадастровый № 0065,Госакт № 0065
66,66.0,Канал №66 (Район 66),canal,Канал,Район 66,,44.92171,70.306337,1949.0,р. Иртыш,3.0,34.1,34.1,,1022.0,0.85,0.6,0.25,,77.0,удов.,Кадастровый № 0066,
67,1.0,Канал №1 (Район 68),canal,Канал,Район 68,,44.159098,70.04965,1974.0,р. Иртыш,2.5,5.49,,5.49,,0.85,0.6,0.25,,52.0,удов.,Кадастровый № 0068,
68,2.0,Канал №2 (Район 69),canal,Канал,Район 69,,43.808026,71.924846,1974.0,р. Иртыш,10.0,18.3,,18.3,,0.85,0.6,0.25,,52.0,удов.,,
69,3.0,Канал №3 (Район 70),canal,Канал,Район 70,,44.531708,72.190104,1975.0,р. Иртыш,0.3,1.393,,1.393,532.0,0.85,0.6,0.25,,51.0,удов.,,
70,4.0,Канал №4 (Район 71),canal,Канал,Район 71,,43.364262,73.376154,1948.0,р. Иртыш,2.0,1.8,1.8,,337.0,0.72,0.4,0.31999999999999995,,78.0,удов.,,
71,5.0,Канал №5 (Район 72),canal,Канал,Район 72,,43.873909,71.199604,1928.0,р. Иртыш,1.0,28.5,7.1,21.4,1324.0,0.72,0.4,0.31999999999999995,,98.0,удов.,,
72,6.0,Канал №6 (Район 73),canal,Канал,Район 73,,44.049918,71.440216,1900.0,р. Иртыш,1.2,5.0,5.0,,1110.0,0.72,0.4,0.31999999999999995,,126.0,удов.,,
73,7.0,Канал №7 (Район 74),canal,Канал,Район 74,,42.783175,71.357781,1956.0,р. Иртыш,0.5,6.8,6.8,,371.0,0.72,0.4,0.31999999999999995,,70.0,удов.,,
74,8.0,Канал №8 (Район 75),canal,Канал,Район 75,,44.545135,73.033496,1928.0,р. Иртыш,5.0,7.83,,7.83,754.0,0.85,0.6,0.25,,98.0,удов.,,
75,9.0,Канал №9 (Район 76),canal,Канал,Район 76,,44.104398,74.49913,1984.0,р. Иртыш,1.5,9.1,7.3,1.8,1125.0,0.8,0.5,0.30000000000000004,,42.0,удов.,,
76,10.0,Канал №10 (Район 77),canal,Канал,Район 77,,43.956948,70.803345,1984.0,р. Иртыш,,19.2,,19.2,,0.85,0.6,0.25,,42.0,удов.,,
77,11.0,Канал №11 (Район 78),canal,Канал,Район 78,,44.581244,73.300407,1980.0,р. Иртыш,2.0,41.2,,41.2,1889.0,0.8,0.6,0.20000000000000007,,46.0,удов.,,
78,12.0,Канал №12 (Район 79),canal,Канал,Район 79,,44.9692,71.33875,1953.0,р. Иртыш,5.0,19.21,17.67,1.54,1254.0,0.8,0.5,0.30000000000000004,,73.0,удов.,,
79,13.0,Канал №13 (Район 80),canal,Канал,Район 80,,43.112272,70.070874,1987.0,р. Иртыш,6.5,6.521,6.521,,,0.72,0.4,0.31999999999999995,,39.0,удов.,,
80,14.0,Канал №14 (Район 81),canal,Канал,Район 81,,43.201256,73.332389,1988.0,р. Иртыш,,10.864,10.864,,,,,,,38.0,удов.,,
81,15.0,Канал №15 (Район 82),canal,Канал,Район 82,,44.821519,72.768841,1947.0,р. Иртыш,1.1,10.864,10.864,,1696.0,0.72,0.4,0.31999999999999995,,79.0,удов.,,
82,16.0,Канал №16 (Район 83),canal,Канал,Район 83,,42.694184,73.264723,1957.0,р. Иртыш,1.2,8.8,8.8,,866.0,0.72,0.4,0.31999999999999995,,69.0,удов.,,
83,17.0,Канал №17 (Район 84),canal,Канал,Район 84,,44.611058,74.110152,1952.0,р. Иртыш,12.0,24.1,22.878,1.222,,0.85,0.75,0.09999999999999998,,74.0,удов.,,
84,18.0,Канал №18 (Район 85),canal,Канал,Район 85,Сельский округ 85,44.682047,70.904602,1985.0,р. Иртыш,3.0,6.5,,6.5,,0.85,0.6,0.25,,41.0,удов.,Кадастровый № 0085,Госакт № 0085
85,19.0,Канал №19 (Район 86),canal,Канал,Район 86,Сельский округ 86,44.308175,72.70476,1985.0,р. Иртыш,4.0,18.3,,18.3,,0.85,0.6,0.25,,41.0,удов.,Кадастровый № 0086,Госакт № 0086
86,20.0,Канал №20 (Район 87),canal,Канал,Район 87,,44.413082,72.68294,1916.0,р. Иртыш,6.0,23.5,23.5,,,0.72,0.4,0.31999999999999995,,110.0,удов.,,
87,21.0,Канал №21 (Район 88),canal,Канал,Район 88,Сельский округ 88,43.182992,71.589674,1942.0,р. Иртыш,4.0,24.422,24.422,,,0.72,0.4,0.31999999999999995,,84.0,удов.,Кадастровый № 0088,Госакт № 0088
88,22.0,Канал №22 (Район 89),canal,Канал,Район 89,,44.643708,73.021086,1942.0,р. Иртыш,5.0,15.524,15.524,,,0.72,0.4,0.31999999999999995,,84.0,удов.,Кадастровый № 0089,Госакт № 0089
89,23.0,Канал №23 (Район 90),canal,Канал,Район 90,,43.276787,71.18475,1982.0,р. Иртыш,13.0,1.9,1.9,,8212.0,0.72,0.4,0.31999999999999995,,44.0,удов.,Кадастровый № 0090,Госакт № 0090
90,24.0,Канал №24 (Район 91),canal,Канал,Район 91,,43.738909,71.899329,1976.0,р. Иртыш,1.0,5.0,,5.0,759.0,,,,,50.0,удов.,Кадастровый № 0091,Госакт № 0091
91,25.0,Канал №25 (Район 92),canal,Канал,Район 92,,43.587332,71.808099,1946.0,р. Иртыш,1.0,9.2,,9.2,1021.0,,,,,80.0,удов.,Кадастровый № 0092,Госакт № 0092
92,26.0,Канал №26 (Район 93),canal,Канал,Район 93,,43.879401,72.419229,1975.0,р. Иртыш,1.0,1.3,,1.3,,,,,,51.0,удов.,Кадастровый № 0093,Госакт № 0093
93,27.0,Канал №27 (Район 94),canal,Канал,Район 94,,42.690994,69.983763,1972.0,р. Иртыш,0.5,1.9,1.9,,266.0,,,,,54.0,удов.,Кадастровый № 0094,Госакт № 0094
94,28.0,Канал №28 (Район 95),canal,Канал,Район 95,,42.547178,73.550381,1972.0,р. Иртыш,0.5,0.9,0.9,,387.0,,,,,54.0,удов.,Кадастровый № 0095,Госакт № 0095
95,29.0,Канал №29 (Район 96),canal,Канал,Район 96,,44.982032,69.505131,,р. Иртыш,0.2,5.3,,5.3,200.0,,,,,,удов.,Кадастровый № 0096,Госакт № 0096
96,30.0,Канал №30 (Район 97),canal,Канал,Район 97,,44.816273,69.935817,,р. Иртыш,0.5,7.3,7.3,,256.0,,,,,,удов.,Кадастровый № 0097,Госакт № 0097
97,31.0,Канал №31 (Район 98),canal,Канал,Район 98,Сельский округ 98,43.959444,71.522341,,р. Иртыш,2.53,20.5,20.5,,2500.0,,,,,,удов.,Кадастровый № 0098,Госакт № 0098
98,32.0,Канал №32 (Район 99),canal,Канал,Район 99,Сельский округ 99,43.412188,74.292557,1968.0,р. Иртыш,2.0,19.6,19.6,,2000.0,0.72,0.4,0.31999999999999995,,58.0,удов.,Кадастровый № 0099,Госакт № 0099
99,33.0,Канал №33 (Район 100),canal,Канал,Район 100,Сельский округ 100,43.618231,70.517945,1974.0,р. Иртыш,3.0,6.0,6.0,,3100.0,0.72,0.4,0.31999999999999995,,52.0,удов.,Кадастровый № 0100,Госакт № 0100
100,34.0,Канал №34 (Район 101),canal,Канал,Район 101,Сельский округ 101,43.194482,72.569182,1955.0,р. Иртыш,1.5,4.2,4.2,,421.0,0.72,0.4,0.31999999999999995,,71.0,удов.,Кадастровый № 0101,Госакт № 0101
101,35.0,Канал №35 (Район 102),canal,Канал,Район 102,,43.709551,71.466206,,р. Иртыш,3.0,6.24,6.24,,,,,,,,удов.,,
102,36.0,Канал №36 (Район 103),canal,Канал,Район 103,Сельский округ 103,43.76579,72.61946,,р. Иртыш,0.7,2.397,,2.397,310.0,,,,,,удов.,Кадастровый № 0103,Госакт № 0103
103,37.0,Канал №37 (Район 104),canal,Канал,Район 104,Сельский округ 104,42.932669,70.824504,,р. Иртыш,0.3,0.761,,0.761,32.0,,,,,,удов.,Кадастровый № 0104,Госакт № 0104
104,38.0,Канал №38 (Район 105),canal,Канал,Район 105,Сельский округ 105,43.172798,73.291877,,р. Иртыш,0.5,0.48,,0.48,129.0,,,,,,удов.,Кадастровый № 0105,Госакт № 0105
105,39.0,Канал №39 (Район 106),canal,Канал,Район 106,Сельский округ 106,44.096839,69.749708,,р. Иртыш,0.5,0.767,,0.767,127.0,,,,,,удов.,Кадастровый № 0106,Госакт № 0106
106,40.0,Канал №40 (Район 107),canal,Канал,Район 107,Сельский округ 107,44.005524,74.370918,,р. Иртыш,0.7,3.565,,3.565,403.0,,,,,,удов.,Кадастровый № 0107,Госакт № 0107
107,41.0,Канал №41 (Район 108),canal,Канал,Район 108,,43.795615,72.866565,1969.0,р. Иртыш,2.2,15.4,,15.4,,0.72,0.4,0.31999999999999995,,57.0,удов.,Кадастровый № 0108,Госакт № 0108
108,42.0,Канал №42 (Район 109),canal,Канал,Район 109,,44.828895,72.245096,1963.0,р. Иртыш,1.2,20.1,,20.1,998.0,0.85,0.6,0.25,,63.0,удов.,Кадастровый № 0109,Госакт № 0109
109,43.0,Канал №43 (Район 110),canal,Канал,Район 110,,43.726123,70.031997,1963.0,р. Иртыш,0.35,3.5,,3.5,500.0,0.8,0.6,0.20000000000000007,,63.0,удов.,Кадастровый № 0110,Госакт № 0110
110,44.0,Канал №44 (Район 111),canal,Канал,Район 111,,44.501489,70.879055,1967.0,р. Иртыш,0.35,9.4,,9.4,1038.0,0.8,0.6,0.20000000000000007,,59.0,удов.,Кадастровый № 0111,Госакт № 0111
111,45.0,Канал №45 (Район 112),canal,Канал,Район 112,,43.478452,69.637475,1974.0,р. Иртыш,0.5,2.0,,2.0,347.0,0.8,0.6,0.20000000000000007,,52.0,удов.,Кадастровый № 0112,Госакт № 0112
112,46.0,Канал №46 (Район 113),canal,Канал,Район 113,,42.744788,73.704685,1963.0,р. Иртыш,,1.834,,1.834,203.0,0.8,0.6,0.20000000000000007,,63.0,удов.,Кадастровый № 0113,Госакт № 0113
113,47.0,Канал №47 (Район 114),canal,Канал,Район 114,,43.494134,73.554356,1974.0,р. Иртыш,0.35,0.802,0.802,,359.0,0.8,0.6,0.20000000000000007,,52.0,удов.,Кадастровый № 0114,Госакт № 0114
114,48.0,Канал №48 (Район 115),canal,Канал,Район 115,,44.632475,70.525117,1975.0,р. Иртыш,0.35,3.3,,3.3,,0.8,0.6,0.20000000000000007,,51.0,удов.,Кадастровый № 0115,Госакт № 0115
115,49.0,Канал №49 (Район 116),canal,Канал,Район 116,,42.943885,73.808159,1975.0,р. Иртыш,0.9,6.0,,6.0,640.0,0.85,0.6,0.25,,51.0,не удов.,,
116,50.0,Канал №50 (Район 117),canal,Канал,Район 117,,43.978702,72.143677,1975.0,р. Иртыш,1.0,5.5,,5.5,1000.0,0.85,0.6,0.25,,51.0,не удов.,,
117,51.0,Канал №51 (Район 118),canal,Канал,Район 118,,42.701751,71.571474,1969.0,р. Иртыш,0.8,4.77,4.77,,1003.0,0.72,0.4,0.31999999999999995,,57.0,не удов.,,
118,52.0,Канал №52 (Район 119),canal,Канал,Район 119,,44.058376,71.479007,1948.0,р. Иртыш,0.3,1.72,1.72,,178.0,0.72,0.4,0.31999999999999995,,78.0,не удов.,,
119,53.0,Канал №53 (Район 120),canal,Канал,Район 120,,44.693016,71.152192,1978.0,р. Иртыш,1.5,18.81,18.81,,1089.0,0.72,0.4,0.31999999999999995,,48.0,не удов.,,
120,54.0,Канал №54 (Район 121),canal,Канал,Район 121,,44.135008,70.929477,1967.0,р. Иртыш,0.8,4.5,4.5,,464.0,0.72,0.4,0.31999999999999995,,59.0,не удов.,,
121,55.0,Канал №55 (Район 122),canal,Канал,Район 122,,44.953375,70.137746,1955.0,р. Иртыш,0.3,3.07,,3.07,48.0,0.85,0.6,0.25,,71.0,не удов.,,
122,56.0,Канал №56 (Район 123),canal,Канал,Район 123,,44.535017,71.249882,1960.0,р. Иртыш,0.4,1.61,,1.61,150.0,0.85,0.6,0.25,,66.0,не удов.,,
123,57.0,Канал №57 (Район 124),canal,Канал,Район 124,,42.51336,69.722483,1937.0,р. Иртыш,0.5,2.8,2.8,,335.0,0.72,0.4,0.31999999999999995,,89.0,не удов.,,
124,58.0,Канал №58 (Район 125),canal,Канал,Район 125,,44.308264,74.183173,1987.0,р. Иртыш,1.5,1.99,1.99,,203.0,0.72,0.4,0.31999999999999995,,39.0,не удов.,,
